,index,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
285,286,511,Yes,3,"Daly, Mr. Eugene Patrick",male,29,0,0,382651,7.75,Q
286,287,21,No,2,"Fynney, Mr. Joseph J",male,35,0,0,239865,26.0,S
287,288,303,No,3,"Johnson, Mr. William Cahoone Jr",male,19,0,0,LINE,0.0,S
288,289,555,Yes,3,"Ohman, Miss. Velin",female,22,0,0,347085,7.775,S
289,290,70,No,3,"Kink, Mr. Vincenz",male,26,2,0,315151,8.6625,S
290,291,213,No,3,"Perkin, Mr. John Henry",male,22,0,0,A/5 21174,7.25,S
291,292,251,No,3,"Reed, Mr. James George",male,21,0,0,362316,7.25,S
292,293,103,No,1,"White, Mr. Richard Frasar",male,21,0,1,35281,77.2875,S
293,294,226,No,3,"Berglund, Mr. Karl Ivar Sven",male,22,0,0,PP 4348,9.35,S
294,295,242,Yes,3,"Murphy, Miss. Katherine ""Kate""",female,22,1,0,367230,15.5,Q
295,296,377,Yes,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,7.25,S
296,297,881,Yes,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,26.0,S
297,298,2,Yes,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",female,38,1,0,PC 17599,71.2833,C
298,299,446,Yes,1,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,S
299,300,455,No,3,"Peduzzi, Mr. Joseph",male,21,0,0,A/5 2817,8.05,S
300,301,529,No,3,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,7.925,S
301,302,334,No,3,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18.0,S
302,303,322,No,3,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,S
303,304,517,Yes,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,S
304,305,796,No,2,"Otter, Mr. Richard",male,39,0,0,28213,13.0,S
305,306,614,No,3,"Horgan, Mr. John",male,35,0,0,370377,7.75,Q
306,307,806,No,3,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,S
307,308,456,Yes,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,C
308,309,860,No,3,"Razi, Mr. Raihed",male,32,0,0,2629,7.2292,C
309,310,65,No,1,"Stewart, Mr. Albert A",male,36,0,0,PC 17605,27.7208,C
310,311,199,Yes,3,"Madigan, Miss. Margaret ""Maggie""",female,40,0,0,370370,7.75,Q
311,312,161,No,3,"Cribb, Mr. John Hatfield",male,44,0,1,371362,16.1,S
312,313,15,No,3,"Vestrom, Miss. Hulda Amanda Adolfina",female,14,0,0,350406,7.8542,S
313,314,575,No,3,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,8.05,S
314,315,607,No,3,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,S
315,316,515,No,3,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,S
316,317,758,No,2,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,S
317,318,629,No,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,S
318,319,57,Yes,2,"Rugg, Miss. Emily",female,21,0,0,C.A. 31026,10.5,S
319,320,395,Yes,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,16.7,S
320,321,153,No,3,"Meo, Mr. Alfonzo",male,55,0,0,A.5. 11206,8.05,S
321,322,409,No,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,S
322,323,3,Yes,3,"Heikkinen, Miss. Laina",female,26,0,0,STON/O2. 3101282,7.925,S
323,324,415,Yes,3,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,7.925,S
324,325,438,Yes,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,S
325,326,850,Yes,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,28,1,0,17453,89.1042,C
326,327,882,No,3,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,S
327,328,884,No,2,"Banfield, Mr. Frederick James",male,28,0,0,C.A./SOTON 34068,10.5,S
328,329,792,No,2,"Gaskell, Mr. Alfred",male,16,0,0,239865,26.0,S
329,330,287,Yes,3,"de Mulder, Mr. Theodore",male,30,0,0,345774,9.5,S
330,331,71,No,2,"Jenkin, Mr. Stephen Curnow",male,32,0,0,C.A. 33111,10.5,S
331,332,437,No,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,S
332,333,202,No,3,"Sage, Mr. Frederick",male,31,8,2,CA. 2343,69.55,S
333,334,762,No,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,S
334,335,321,No,3,"Dennis, Mr. Samuel",male,22,0,0,A/5 21172,7.25,S
335,336,487,Yes,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,90.0,S
336,337,700,No,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,S
337,338,869,No,3,"van Melkebeke, Mr. Philemon",male,31,0,0,345777,9.5,S
338,339,114,No,3,"Jussila, Miss. Katriina",female,20,1,0,4136,9.825,S
339,340,120,No,3,"Andersson, Miss. Ellis Anna Maria",female,2,4,2,347082,31.275,S
340,341,596,No,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,24.15,S
341,342,886,No,3,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,29.125,Q
342,343,27,No,3,"Emir, Mr. Farred Chehab",male,40,0,0,2631,7.225,C
343,344,846,No,3,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,7.55,S
344,345,403,No,3,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,S
345,346,741,Yes,1,"Hawksford, Mr. Walter James",male,19,0,0,16988,30.0,S
346,347,386,No,2,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,S
347,348,293,No,2,"Levy, Mr. Rene Jacques",male,36,0,0,SC/Paris 2163,12.875,C
348,349,333,No,1,"Graham, Mr. George Edward",male,38,0,1,PC 17582,153.4625,S
349,350,112,No,3,"Zabour, Miss. Hileni",female,14,1,0,2665,14.4542,C
350,351,785,No,3,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,S
351,352,40,Yes,3,"Nicola-Yarred, Miss. Jamila",female,14,1,0,2651,11.2417,C
352,353,505,Yes,1,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,S
353,354,848,No,3,"Markoff, Mr. Marin",male,35,0,0,349213,7.8958,C
354,355,42,No,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27,1,0,11668,21.0,S
355,356,47,No,3,"Lennon, Mr. Denis",male,26,1,0,370371,15.5,Q
356,357,88,No,3,"Slocovski, Mr. Selman Francis",male,25,0,0,SOTON/OQ 392086,8.05,S
357,358,616,Yes,2,"Herman, Miss. Alice",female,24,1,2,220845,65.0,S
358,359,689,No,3,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,S
359,360,341,Yes,2,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26.0,S
360,361,458,Yes,1,"Kenyon, Mrs. Frederick R (Marion)",female,17,1,0,17464,51.8625,S
361,362,286,No,3,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,C
362,363,326,Yes,1,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C
363,364,630,No,3,"O'Connell, Mr. Patrick D",male,35,0,0,334912,7.7333,Q
364,365,651,No,3,"Mitkoff, Mr. Mito",male,35,0,0,349221,7.8958,S
365,366,241,No,3,"Zabour, Miss. Thamine",female,35,1,0,2665,14.4542,C
366,367,231,Yes,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35,1,0,36973,83.475,S
367,368,581,Yes,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,30.0,S
368,369,52,No,3,"Nosworthy, Mr. Richard Cater",male,21,0,0,A/4. 39886,7.8,S
369,370,298,No,1,"Allison, Miss. Helen Loraine",female,2,1,2,113781,151.55,S
370,371,486,No,3,"Lefebre, Miss. Jeannie",female,7,3,1,4133,25.4667,S
371,372,840,Yes,1,"Marechal, Mr. Pierre",male,12,0,0,11774,29.7,C
372,373,85,Yes,2,"Ilett, Miss. Bertha",female,17,0,0,SO/C 14885,10.5,S
373,374,39,No,3,"Vander Planke, Miss. Augusta Maria",female,18,2,0,345764,18.0,S
374,375,288,No,3,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,S
375,376,59,Yes,2,"West, Miss. Constance Mirium",female,5,1,2,C.A. 34651,27.75,S
376,377,119,No,1,"Baxter, Mr. Quigg Edmond",male,24,0,1,PC 17558,247.5208,C
377,378,613,Yes,3,"Murphy, Miss. Margaret Jane",female,22,1,0,367230,15.5,Q
378,379,623,Yes,3,"Nakid, Mr. Sahid",male,20,1,1,2653,15.7417,C
379,380,761,No,3,"Garfirth, Mr. John",male,23,0,0,358585,14.5,S
380,381,847,No,3,"Sage, Mr. Douglas Bullen",male,27,8,2,CA. 2343,69.55,S
381,382,768,No,3,"Mangan, Miss. Mary",female,30,0,0,364850,7.75,Q
382,383,457,No,1,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,S
383,384,789,Yes,3,"Dean, Master. Bertram Vere",male,1,1,2,C.A. 2315,20.575,S
384,385,156,No,1,"Williams, Mr. Charles Duane",male,51,0,1,PC 17597,61.3792,C
385,386,124,Yes,2,"Webber, Miss. Susan",female,32,0,0,27267,13.0,S
386,387,876,Yes,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,2667,7.225,C
387,388,675,No,2,"Watson, Mr. Ennis Hastings",male,19,0,0,239856,0.0,S
388,389,735,No,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13.0,S
389,390,874,No,3,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9.0,S
390,391,389,No,3,"Sadlier, Mr. Matthew",male,34,0,0,367655,7.7292,Q
391,392,862,No,2,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,S
392,393,324,Yes,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29.0,S
393,394,498,No,3,"Shellard, Mr. Frederick William",male,35,0,0,C.A. 6212,15.1,S
394,395,108,Yes,3,"Moss, Mr. Albert Johan",male,48,0,0,312991,7.775,S
395,396,830,Yes,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,80.0,S
396,397,663,No,1,"Colley, Mr. Edward Pomeroy",male,47,0,0,5727,25.5875,S
397,398,557,Yes,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,C
398,399,62,Yes,1,"Icard, Miss. Amelie",female,38,0,0,113572,80.0,S
399,400,782,Yes,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57.0,S
400,401,5,No,3,"Allen, Mr. William Henry",male,35,0,0,373450,8.05,S
401,402,192,No,2,"Carbines, Mr. William",male,19,0,0,28424,13.0,S
402,403,374,No,1,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,C
403,404,656,No,2,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,S
404,405,411,No,3,"Sdycoff, Mr. Todor",male,27,0,0,349222,7.8958,S
405,406,518,No,3,"Ryan, Mr. Patrick",male,31,0,0,371110,24.15,Q
406,407,591,No,3,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,7.125,S
407,408,713,Yes,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52.0,S
408,409,853,No,3,"Boulos, Miss. Nourelain",female,9,1,1,2678,15.2458,C
409,410,64,No,3,"Skoog, Master. Harald",male,4,3,2,347088,27.9,S
410,411,260,Yes,2,"Parrish, Mrs. (Lutie Davis)",female,50,0,1,230433,26.0,S
411,412,857,Yes,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,S
412,413,550,Yes,2,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,S
413,414,134,Yes,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29,1,0,228414,26.0,S
414,415,291,Yes,1,"Barber, Miss. Ellen ""Nellie""",female,26,0,0,19877,78.85,S
415,416,773,No,2,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,S
416,417,391,Yes,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120.0,S
417,418,637,No,3,"Leinonen, Mr. Antti Gustaf",male,32,0,0,STON/O 2. 3101292,7.925,S
418,419,734,No,2,"Berriman, Mr. William John",male,23,0,0,28425,13.0,S
419,420,506,No,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C
420,421,866,Yes,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13.0,S
421,422,318,No,2,"Moraweck, Dr. Ernest",male,54,0,0,29011,14.0,S
422,423,767,No,1,"Brewe, Dr. Arthur Jackson",male,42,0,0,112379,39.6,C
423,424,802,Yes,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,26.25,S
424,425,640,No,3,"Thorneycroft, Mr. Percival",male,17,1,0,376564,16.1,S
425,426,194,Yes,2,"Navratil, Master. Michel M",male,3,1,1,230080,26.0,S
426,427,215,No,3,"Kiernan, Mr. Philip",male,16,1,0,367229,7.75,Q
427,428,323,Yes,2,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,Q
428,429,355,No,3,"Yousif, Mr. Wazli",male,20,0,0,2647,7.225,C
429,430,820,No,3,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,S
430,431,4,Yes,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,35,1,0,113803,53.1,S
431,432,570,Yes,3,"Jonsson, Mr. Carl",male,32,0,0,350417,7.8542,S
432,433,647,No,3,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,S
433,434,440,No,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,S
434,435,838,No,3,"Sirota, Mr. Maurice",male,23,0,0,392092,8.05,S
435,436,267,No,3,"Panula, Mr. Ernesti Arvid",male,16,4,1,3101295,39.6875,S
436,437,611,No,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,S
437,438,344,No,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13.0,S
438,439,33,Yes,3,"Glynn, Miss. Mary Agatha",female,39,0,0,335677,7.75,Q
439,440,125,No,1,"White, Mr. Percival Wayland",male,54,0,1,35281,77.2875,S
440,441,582,Yes,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,110.8833,C
441,442,211,No,3,"Ali, Mr. Ahmed",male,24,0,0,SOTON/O.Q. 3101311,7.05,S
442,443,674,Yes,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,13.0,S
443,444,827,No,3,"Lam, Mr. Len",male,27,0,0,1601,56.4958,S
444,445,642,Yes,1,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,69.3,C
445,446,731,Yes,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,S
446,447,742,No,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,S
447,448,208,Yes,3,"Albimona, Mr. Nassef Cassem",male,26,0,0,2699,18.7875,C
448,449,443,No,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,S
449,450,430,Yes,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,8.05,S
450,451,710,Yes,3,"Moubarek, Master. Halim Gonios (""William George"")",male,35,1,1,2661,15.2458,C
451,452,109,No,3,"Rekic, Mr. Tido",male,38,0,0,349249,7.8958,S
452,453,526,No,3,"Farrell, Mr. James",male,40,0,0,367232,7.75,Q
453,454,23,Yes,3,"McGowan, Miss. Anna ""Annie""",female,15,0,0,330923,8.0292,Q
454,455,774,No,3,"Elias, Mr. Dibo",male,21,0,0,2674,7.225,C
455,456,534,Yes,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,27,0,2,2668,22.3583,C
456,457,873,No,1,"Carlsson, Mr. Frans Olof",male,33,0,0,695,5.0,S
457,458,462,No,3,"Morley, Mr. William",male,34,0,0,364506,8.05,S
458,459,269,Yes,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58,0,1,PC 17582,153.4625,S
459,460,669,No,3,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,S
460,461,589,No,3,"Gilinski, Mr. Eliezer",male,22,0,0,14973,8.05,S
461,462,844,No,3,"Lemberopolous, Mr. Peter L",male,34,0,0,2683,6.4375,C
462,463,224,No,3,"Nenkoff, Mr. Christo",male,39,0,0,349234,7.8958,S
463,464,63,No,1,"Harris, Mr. Henry Birkhardt",male,45,1,0,36973,83.475,S
464,465,691,Yes,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57.0,S
465,466,209,Yes,3,"Carr, Miss. Helen ""Ellen""",female,16,0,0,367231,7.75,Q
466,467,289,Yes,2,"Hosono, Mr. Masabumi",male,42,0,0,237798,13.0,S
467,468,542,No,3,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,S
468,469,586,Yes,1,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,S
469,470,66,Yes,3,"Moubarek, Master. Gerios",male,21,1,1,2661,15.2458,C
470,471,295,No,3,"Mineff, Mr. Ivan",male,24,0,0,349233,7.8958,S
471,472,292,Yes,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19,1,0,11967,91.0792,C
472,473,764,Yes,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120.0,S
473,474,55,No,1,"Ostby, Mr. Engelhart Cornelius",male,65,0,1,113509,61.9792,C
474,475,129,Yes,3,"Peter, Miss. Anna",female,40,1,1,2668,22.3583,C
475,476,353,No,3,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,C
476,477,362,No,2,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,C
477,478,678,Yes,3,"Turja, Miss. Anna Sofia",female,18,0,0,4138,9.8417,S
478,479,203,No,3,"Johanson, Mr. Jakob Alfred",male,34,0,0,3101264,6.4958,S
479,480,348,Yes,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,28,1,0,386525,16.1,S
480,481,98,Yes,1,"Greenfield, Mr. William Bertram",male,23,0,1,PC 17759,63.3583,C
481,482,645,Yes,3,"Baclini, Miss. Eugenie",female,0,2,1,2666,19.2583,C
482,483,743,Yes,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,C
483,484,766,Yes,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,77.9583,S
484,485,356,No,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,S
485,486,449,Yes,3,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,19.2583,C
486,487,546,No,1,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26.0,S
487,488,162,Yes,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40,0,0,C.A. 33595,15.75,S
488,489,216,Yes,1,"Newell, Miss. Madeleine",female,31,1,0,35273,113.275,C
489,490,562,No,3,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,S
490,491,864,No,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,37,8,2,CA. 2343,69.55,S
491,492,270,Yes,1,"Bissette, Miss. Amelia",female,35,0,0,PC 17760,135.6333,S
492,493,276,Yes,1,"Andrews, Miss. Kornelia Theodosia",female,63,1,0,13502,77.9583,S
493,494,770,No,3,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,S
494,495,670,Yes,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,48,1,0,19996,52.0,S
495,496,439,No,1,"Fortune, Mr. Mark",male,64,1,4,19950,263.0,S
496,497,574,Yes,3,"Kelly, Miss. Mary",female,53,0,0,14312,7.75,Q
497,498,110,Yes,3,"Moran, Miss. Bertha",female,43,1,0,371110,24.15,Q
498,499,299,Yes,1,"Saalfeld, Mr. Adolphe",male,32,0,0,19988,30.5,S
499,500,709,Yes,1,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,S
500,501,54,Yes,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29,1,0,2926,26.0,S
501,502,123,No,2,"Nasser, Mr. Nicholas",male,32,1,0,237736,30.0708,C
502,503,404,No,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,S
503,504,94,No,3,"Dean, Mr. Bertram Frank",male,26,1,2,C.A. 2315,20.575,S
504,505,147,Yes,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27,0,0,350043,7.7958,S
505,506,280,Yes,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,C.A. 2673,20.25,S
506,507,590,No,3,"Murdlin, Mr. Joseph",male,26,0,0,A./5. 3235,8.05,S
507,508,69,Yes,3,"Andersson, Miss. Erna Alexandra",female,17,4,2,3101281,7.925,S
508,509,522,No,3,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,S
509,510,262,Yes,3,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,347077,31.3875,S
510,511,379,No,3,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,C
511,512,240,No,2,"Hunt, Mr. George Henry",male,33,0,0,SCO/W 1585,12.275,S
512,513,484,Yes,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,9.5875,S
513,514,176,No,3,"Klasen, Mr. Klas Albin",male,18,1,1,350404,7.8542,S
514,515,383,No,3,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,S
515,516,398,No,2,"McKane, Mr. Peter David",male,46,0,0,28403,26.0,S
516,517,481,No,3,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,S
517,518,867,Yes,2,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,13.8583,C
518,519,19,No,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31,1,0,345763,18.0,S
519,520,772,No,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,S
520,521,823,No,1,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,0.0,S
521,522,625,No,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,16.1,S
522,523,171,No,1,"Van der hoef, Mr. Wyckoff",male,61,0,0,111240,33.5,S
523,524,385,No,3,"Plotcharsky, Mr. Vasil",male,31,0,0,349227,7.8958,S
524,525,480,Yes,3,"Hirvonen, Miss. Hildur E",female,2,0,1,3101298,12.2875,S
525,526,603,No,1,"Harrington, Mr. Charles H",male,15,0,0,113796,42.4,S
526,527,58,No,3,"Novel, Mr. Mansouer",male,28,0,0,2697,7.2292,C
527,528,169,No,1,"Baumann, Mr. John D",male,29,0,0,PC 17318,25.925,S
528,529,254,No,3,"Lobb, Mr. William Arthur",male,30,1,0,A/5. 3336,16.1,S
529,530,712,No,1,"Klaber, Mr. Herman",male,28,0,0,113028,26.55,S
530,531,30,No,3,"Todoroff, Mr. Lalio",male,26,0,0,349216,7.8958,S
531,532,500,No,3,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,S
532,533,808,No,3,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,S
533,534,354,No,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,S
534,535,810,Yes,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,53.1,S
535,537,312,Yes,1,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,C
536,538,387,No,3,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,S
537,539,507,Yes,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26.0,S
538,540,492,No,3,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,7.25,S
539,541,6,No,3,"Moran, Mr. James",male,20,0,0,330877,8.4583,Q
540,542,380,No,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,S
541,543,584,No,1,"Ross, Mr. John Hugo",male,36,0,0,13049,40.125,C
542,544,272,Yes,3,"Tornquist, Mr. William Henry",male,25,0,0,LINE,0.0,S
543,545,765,No,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,S
544,546,658,No,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,Q
545,547,865,No,2,"Gill, Mr. John William",male,24,0,0,233866,13.0,S
546,548,739,No,3,"Ivanoff, Mr. Kanio",male,21,0,0,349201,7.8958,S
547,549,160,No,3,"Sage, Master. Thomas Henry",male,19,8,2,CA. 2343,69.55,S
548,550,845,No,3,"Culumovic, Mr. Jeso",male,17,0,0,315090,8.6625,S
549,551,315,No,2,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,S
550,552,659,No,2,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13.0,S
551,553,93,No,1,"Chaffee, Mr. Herbert Fuller",male,46,1,0,W.E.P. 5734,61.175,S
552,554,491,No,3,"Hagland, Mr. Konrad Mathias Reiersen",male,38,1,0,65304,19.9667,S
553,555,521,Yes,1,"Perreault, Miss. Anne",female,30,0,0,12749,93.5,S
554,556,677,No,3,"Sawyer, Mr. Frederick Charles",male,24,0,0,342826,8.05,S
555,557,259,Yes,1,"Ward, Miss. Anna",female,35,0,0,PC 17755,512.3292,C
556,558,524,Yes,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,57.9792,C
557,559,720,No,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,S
558,560,182,No,2,"Pernot, Mr. Rene",male,27,0,0,SC/PARIS 2131,15.05,C
559,561,460,No,3,"O'Connor, Mr. Maurice",male,22,0,0,371060,7.75,Q
560,562,308,Yes,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,1,0,PC 17758,108.9,C
561,563,680,Yes,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,512.3292,C
562,564,165,No,3,"Panula, Master. Eino Viljami",male,1,4,1,3101295,39.6875,S
563,565,170,No,3,"Ling, Mr. Lee",male,28,0,0,1601,56.4958,S
564,566,28,No,1,"Fortune, Mr. Charles Alexander",male,19,3,2,19950,263.0,S
565,567,482,No,2,"Frost, Mr. Anthony Wood ""Archie""",male,36,0,0,239854,0.0,S
566,568,7,No,1,"McCarthy, Mr. Timothy J",male,54,0,0,17463,51.8625,S
567,569,34,No,2,"Wheadon, Mr. Edward H",male,66,0,0,C.A. 24579,10.5,S
568,570,157,Yes,3,"Gilnagh, Miss. Katherine ""Katie""",female,16,0,0,35851,7.7333,Q
569,571,221,Yes,3,"Sunderland, Mr. Victor Francis",male,16,0,0,SOTON/OQ 392089,8.05,S
570,572,155,No,3,"Olsen, Mr. Ole Martin",male,38,0,0,Fa 265302,7.3125,S
571,573,626,No,1,"Sutton, Mr. Frederick",male,61,0,0,36963,32.3208,S
572,574,777,No,3,"Tobin, Mr. Roger",male,42,0,0,383121,7.75,Q
573,575,89,Yes,1,"Fortune, Miss. Mabel Helen",female,23,3,2,19950,263.0,S
